file,filename,siteid,uploaddirectory,contenttype,containerid,oipmroot:issuerNumber,oipmroot:issuerName,damsasp:extDocSource
OIP00320_3702_First City Bank.pdf,OIP00320_3702_First City Bank.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3702,First City Bank,Other
OIP00322_3708_Marina Mortgage Company Inc.pdf,OIP00322_3708_Marina Mortgage Company Inc.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3708,Marina Mortgage Company Inc,Other
"OIP00323_3709_CMC Mortgage Services, Inc.pdf","OIP00323_3709_CMC Mortgage Services, Inc.pdf",ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3709,"CMC Mortgage Services, Inc",Other
OIP00321_3703_Washington Mutual Bank.pdf,OIP00321_3703_Washington Mutual Bank.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3703,Washington Mutual Bank,Other
OIP00324_3710_Republic Bank.pdf,OIP00324_3710_Republic Bank.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3710,Republic Bank,Other
OIP00325_3711_Tucker Federal Savings & Loan Association.pdf,OIP00325_3711_Tucker Federal Savings & Loan Association.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3711,Tucker Federal Savings & Loan Association,Other
OIP00326_3712_First Star Bank of Minnesota.pdf,OIP00326_3712_First Star Bank of Minnesota.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3712,First Star Bank of Minnesota,Other
OIP00328_3716_Newport Mortgage Company.pdf,OIP00328_3716_Newport Mortgage Company.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3716,Newport Mortgage Company,Other
OIP00327_3714_Western Financial Savings Bank.pdf,OIP00327_3714_Western Financial Savings Bank.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3714,Western Financial Savings Bank,Other
OIP00329_3717_Fleet Mortgage Acquisition Company.pdf,OIP00329_3717_Fleet Mortgage Acquisition Company.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3717,Fleet Mortgage Acquisition Company,Other
OIP00293_3634_Essex Home Servicing Corporation.pdf,OIP00293_3634_Essex Home Servicing Corporation.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3634,Essex Home Servicing Corporation,Other
OIP00295_3642_Graystone Mortgage Corporation.pdf,OIP00295_3642_Graystone Mortgage Corporation.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3642,Graystone Mortgage Corporation,Other
OIP00294_3635_First Franklin Financial Corporation.pdf,OIP00294_3635_First Franklin Financial Corporation.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3635,First Franklin Financial Corporation,Other
OIP00296_3643_Secured Bankers Mortgage Corporation.pdf,OIP00296_3643_Secured Bankers Mortgage Corporation.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3643,Secured Bankers Mortgage Corporation,Other
OIP00297_3644_Old Kent Mortgage Services.pdf,OIP00297_3644_Old Kent Mortgage Services.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3644,Old Kent Mortgage Services,Other
OIP00298_3645_Old Kent Mortgage Company.pdf,OIP00298_3645_Old Kent Mortgage Company.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3645,Old Kent Mortgage Company,Other
OIP00299_3650_Bank of America.pdf,OIP00299_3650_Bank of America.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3650,Bank of America,Other
OIP00300_3650_Bank of America.pdf,OIP00300_3650_Bank of America.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3650,Bank of America,Other
OIP00302_3655_Western Federal Savings Bank of Puerto Rico.pdf,OIP00302_3655_Western Federal Savings Bank of Puerto Rico.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3655,Western Federal Savings Bank of Puerto Rico,Other
OIP00301_3653_Pacific National Bank.pdf,OIP00301_3653_Pacific National Bank.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3653,Pacific National Bank,Other
OIP00303_3657_First Nationwide Mortgage Corporation.pdf,OIP00303_3657_First Nationwide Mortgage Corporation.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3657,First Nationwide Mortgage Corporation,Other
OIP00304_3660_American Security Mortgage.pdf,OIP00304_3660_American Security Mortgage.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3660,American Security Mortgage,Other
"OIP00305_3602_Liberty Lending Services, Inc.pdf","OIP00305_3602_Liberty Lending Services, Inc.pdf",ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3602,"Liberty Lending Services, Inc",Other
OIP00272_3318_Amcore Mortgage Inc.pdf,OIP00272_3318_Amcore Mortgage Inc.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3318,Amcore Mortgage Inc,Other
OIP00271_3317_Standard Federal Bank.pdf,OIP00271_3317_Standard Federal Bank.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3317,Standard Federal Bank,Other
OIP00274_3350_SWMC.pdf,OIP00274_3350_SWMC.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3350,SWMC,Other
OIP00273_3345_First Security Savings.pdf,OIP00273_3345_First Security Savings.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3345,First Security Savings,Other
OIP00275_3350_SWMC.pdf,OIP00275_3350_SWMC.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3350,SWMC,Other
OIP00277_3355_Northwest Mortgage Inc.pdf,OIP00277_3355_Northwest Mortgage Inc.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3355,Northwest Mortgage Inc,Other
OIP00276_3350_SWMC.pdf,OIP00276_3350_SWMC.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3350,SWMC,Other
OIP00344_2094_Firstar Bank.pdf,OIP00344_2094_Firstar Bank.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2094,Firstar Bank,Other
OIP00343_2800_Home American Mortgage Corporation.pdf,OIP00343_2800_Home American Mortgage Corporation.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2800,Home American Mortgage Corporation,Other
"OIP00346_3060_Mortgage Connection, Inc.pdf","OIP00346_3060_Mortgage Connection, Inc.pdf",ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3060,"Mortgage Connection, Inc",Other
OIP00347_3061_Midwest Funding Corporation.pdf,OIP00347_3061_Midwest Funding Corporation.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3061,Midwest Funding Corporation,Other
OIP00348_3072_Rocky Mountain Mortgage Corporation.pdf,OIP00348_3072_Rocky Mountain Mortgage Corporation.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3072,Rocky Mountain Mortgage Corporation,Other
OIP00349_3075_South Pacific Financial Corporation.pdf,OIP00349_3075_South Pacific Financial Corporation.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3075,South Pacific Financial Corporation,Other
OIP00345_3057_Continental Savings Bank.pdf,OIP00345_3057_Continental Savings Bank.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3057,Continental Savings Bank,Other
OIP00350_3075_South Pacific Financial Corporation.pdf,OIP00350_3075_South Pacific Financial Corporation.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3075,South Pacific Financial Corporation,Other
"OIP00351_3076_Bogman, Inc.pdf","OIP00351_3076_Bogman, Inc.pdf",ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3076,"Bogman, Inc",Other
OIP00352_3092_First Atlantic Mortgage.pdf,OIP00352_3092_First Atlantic Mortgage.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3092,First Atlantic Mortgage,Other
OIP00354_3541_NVR Mortgage.pdf,OIP00354_3541_NVR Mortgage.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3541,NVR Mortgage,Other
OIP00355_3747_Texas State Affordable Housing Corporation.pdf,OIP00355_3747_Texas State Affordable Housing Corporation.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3747,Texas State Affordable Housing Corporation,Other
OIP00353_3095_Collateral Mortgage.pdf,OIP00353_3095_Collateral Mortgage.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3095,Collateral Mortgage,Other
OIP00314_4172_iServe.pdf,OIP00314_4172_iServe.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4172,iServe,Other
OIP00315_4180_Loan Depot.com.pdf,OIP00315_4180_Loan Depot.com.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4180,Loan Depot.com,Other
OIP00316_4182_Dollar Bank.pdf,OIP00316_4182_Dollar Bank.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4182,Dollar Bank,Other
OIP00317_4183_Ryland.pdf,OIP00317_4183_Ryland.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4183,Ryland,Other
OIP00318_4184_Corrider.pdf,OIP00318_4184_Corrider.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4184,Corrider,Other
OIP00330_4125_Plaza Home.pdf,OIP00330_4125_Plaza Home.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4125,Plaza Home,Other
OIP00331_4126_Pacific Union.pdf,OIP00331_4126_Pacific Union.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4126,Pacific Union,Other
OIP00332_4127_Southern Trust.pdf,OIP00332_4127_Southern Trust.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4127,Southern Trust,Other
OIP00333_4128_Myers Park.pdf,OIP00333_4128_Myers Park.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4128,Myers Park,Other
OIP00334_4130_Franklin Credit.pdf,OIP00334_4130_Franklin Credit.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4130,Franklin Credit,Other
OIP00335_4131_Cobalt.pdf,OIP00335_4131_Cobalt.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4131,Cobalt,Other
OIP00336_4133_21st Mortgage.pdf,OIP00336_4133_21st Mortgage.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4133,21st Mortgage,Other
OIP00307_4074_Sovereign Bank.pdf,OIP00307_4074_Sovereign Bank.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4074,Sovereign Bank,Other
OIP00308_4075_Direct.pdf,OIP00308_4075_Direct.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4075,Direct,Other
OIP00306_4073_New Day Financial.pdf,OIP00306_4073_New Day Financial.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4073,New Day Financial,Other
OIP00309_4075_Direct.pdf,OIP00309_4075_Direct.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4075,Direct,Other
OIP00311_4077_Kentucky Housing.pdf,OIP00311_4077_Kentucky Housing.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4077,Kentucky Housing,Other
OIP00312_4079_Prospect.pdf,OIP00312_4079_Prospect.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4079,Prospect,Other
OIP00313_4081_Countryplace.pdf,OIP00313_4081_Countryplace.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4081,Countryplace,Other
OIP00310_4076_First National.pdf,OIP00310_4076_First National.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4076,First National,Other
OIP00369_4291_SEFCU.pdf,OIP00369_4291_SEFCU.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4291,SEFCU,Other
OIP00371_4273_WEI.pdf,OIP00371_4273_WEI.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4273,WEI,Other
OIP00370_4276_Barrons.pdf,OIP00370_4276_Barrons.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4276,Barrons,Other
OIP00372_4267_Megastar.pdf,OIP00372_4267_Megastar.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4267,Megastar,Other
OIP00374_4225_Bayview.pdf,OIP00374_4225_Bayview.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4225,Bayview,Other
OIP00373_4258_Veritas.pdf,OIP00373_4258_Veritas.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4258,Veritas,Other
OIP00381_4250_American Advisors.pdf,OIP00381_4250_American Advisors.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4250,American Advisors,Other
OIP00382_4251_AmeriPro.pdf,OIP00382_4251_AmeriPro.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4251,AmeriPro,Other
OIP00383_4251_AmeriPro.pdf,OIP00383_4251_AmeriPro.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4251,AmeriPro,Other
OIP00384_4252_Pacific Trust.pdf,OIP00384_4252_Pacific Trust.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4252,Pacific Trust,Other
OIP00385_4255_Maverick.pdf,OIP00385_4255_Maverick.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4255,Maverick,Other
OIP00376_4295_Equity.pdf,OIP00376_4295_Equity.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4295,Equity,Other
OIP00375_4295_Equity.pdf,OIP00375_4295_Equity.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4295,Equity,Other
OIP00377_4296_Mortgage Network.pdf,OIP00377_4296_Mortgage Network.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4296,Mortgage Network,Other
OIP00379_4298_Assurance Financial.pdf,OIP00379_4298_Assurance Financial.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4298,Assurance Financial,Other
OIP00380_4291_SEFCU Mortgage Services Quality Control Reports.pdf,OIP00380_4291_SEFCU Mortgage Services Quality Control Reports.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4291,SEFCU Mortgage Services Quality Control Reports,Other
OIP00386_4317_Fay Servicing.pdf,OIP00386_4317_Fay Servicing.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4317,Fay Servicing,Other
OIP00387_4316_First Choice.pdf,OIP00387_4316_First Choice.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4316,First Choice,Other
OIP00378_4297_Nations Lending.pdf,OIP00378_4297_Nations Lending.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4297,Nations Lending,Other
OIP00388_4315_Susquehanna.pdf,OIP00388_4315_Susquehanna.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4315,Susquehanna,Other
OIP00389_4314_Renasant.pdf,OIP00389_4314_Renasant.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4314,Renasant,Other
OIP00390_4312_Aurora Financial.pdf,OIP00390_4312_Aurora Financial.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4312,Aurora Financial,Other
OIP00391_4313_GSF Mortgage Corporation.pdf,OIP00391_4313_GSF Mortgage Corporation.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4313,GSF Mortgage Corporation,Other
OIP00356_4318_Reliance.pdf,OIP00356_4318_Reliance.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4318,Reliance,Other
OIP00357_4319_SC State Housing.pdf,OIP00357_4319_SC State Housing.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4319,SC State Housing,Other
OIP00358_4320_Flat Branch.pdf,OIP00358_4320_Flat Branch.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4320,Flat Branch,Other
OIP00359_4326_First Community.pdf,OIP00359_4326_First Community.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4326,First Community,Other
OIP00360_4327_Highlands.pdf,OIP00360_4327_Highlands.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4327,Highlands,Other
OIP00361_4328_McClean.pdf,OIP00361_4328_McClean.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4328,McClean,Other
OIP00362_4335_Talmer.pdf,OIP00362_4335_Talmer.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4335,Talmer,Other
OIP00363_4336_BOFI.pdf,OIP00363_4336_BOFI.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4336,BOFI,Other
OIP00364_4337_Opes.pdf,OIP00364_4337_Opes.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4337,Opes,Other
OIP00365_4338_JMAC.pdf,OIP00365_4338_JMAC.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4338,JMAC,Other
OIP00366_4339_Seneca.pdf,OIP00366_4339_Seneca.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4339,Seneca,Other
OIP00367_4340_GE Capital.pdf,OIP00367_4340_GE Capital.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4340,GE Capital,Other
OIP00368_4341_First National Bank of Trenton.pdf,OIP00368_4341_First National Bank of Trenton.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4341,First National Bank of Trenton,Other
OIP00438_3839_BANK OF THE WEST.pdf,OIP00438_3839_BANK OF THE WEST.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3839,BANK OF THE WEST,Other
OIP00439_3842_POPULAR TRANSITIONS BANK.pdf,OIP00439_3842_POPULAR TRANSITIONS BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3842,POPULAR TRANSITIONS BANK,Other
OIP00440_3843_ALLEN MORTGAGE CORPORATION.pdf,OIP00440_3843_ALLEN MORTGAGE CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3843,ALLEN MORTGAGE CORPORATION,Other
OIP00441_3845_NEW WEST MORTGAGE COMPANY.pdf,OIP00441_3845_NEW WEST MORTGAGE COMPANY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3845,NEW WEST MORTGAGE COMPANY,Other
OIP00443_3847_MI FINANCIAL CORPORATION.pdf,OIP00443_3847_MI FINANCIAL CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3847,MI FINANCIAL CORPORATION,Other
OIP00444_3849_AMERICA MORTGAGE CAPITAL.pdf,OIP00444_3849_AMERICA MORTGAGE CAPITAL.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3849,AMERICA MORTGAGE CAPITAL,Other
OIP00442_3846_CAPSTONE REALITY ADVISORS.pdf,OIP00442_3846_CAPSTONE REALITY ADVISORS.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3846,CAPSTONE REALITY ADVISORS,Other
OIP00445_3850_SOURCE ONE MORTGAGE CORPORATION.pdf,OIP00445_3850_SOURCE ONE MORTGAGE CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3850,SOURCE ONE MORTGAGE CORPORATION,Other
OIP00447_3859_FSB FUNDING.pdf,OIP00447_3859_FSB FUNDING.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3859,FSB FUNDING,Other
OIP00446_3851_SAXON NATIONAL MORTGAGE BANKERS.pdf,OIP00446_3851_SAXON NATIONAL MORTGAGE BANKERS.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3851,SAXON NATIONAL MORTGAGE BANKERS,Other
OIP00453_1401_WASHINGTON MUTUAL BANK.pdf,OIP00453_1401_WASHINGTON MUTUAL BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1401,WASHINGTON MUTUAL BANK,Other
OIP00454_1401_WASHINGTON MUTUAL BANK.pdf,OIP00454_1401_WASHINGTON MUTUAL BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1401,WASHINGTON MUTUAL BANK,Other
OIP00457_1401_WASHINGTON MUTUAL BANK.pdf,OIP00457_1401_WASHINGTON MUTUAL BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1401,WASHINGTON MUTUAL BANK,Other
OIP00455_1401_WASHINGTON MUTUAL BANK.pdf,OIP00455_1401_WASHINGTON MUTUAL BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1401,WASHINGTON MUTUAL BANK,Other
OIP00458_1401_WASHINGTON MUTUAL BANK.pdf,OIP00458_1401_WASHINGTON MUTUAL BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1401,WASHINGTON MUTUAL BANK,Other
OIP00459_1401_WASHINGTON MUTUAL BANK.pdf,OIP00459_1401_WASHINGTON MUTUAL BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1401,WASHINGTON MUTUAL BANK,Other
OIP00456_1401_WASHINGTON MUTUAL BANK.pdf,OIP00456_1401_WASHINGTON MUTUAL BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1401,WASHINGTON MUTUAL BANK,Other
OIP00478_4279_FM LENDING.pdf,OIP00478_4279_FM LENDING.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4279,FM LENDING,Other
OIP00481_4321_FIRST KEY.pdf,OIP00481_4321_FIRST KEY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4321,FIRST KEY,Other
OIP00480_4302_ACADEMY.pdf,OIP00480_4302_ACADEMY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4302,ACADEMY,Other
OIP00479_4289_WINTRUST.pdf,OIP00479_4289_WINTRUST.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4289,WINTRUST,Other
OIP00482_4323_SIMONICH.pdf,OIP00482_4323_SIMONICH.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4323,SIMONICH,Other
OIP00483_4325_MONEY HOUSE.pdf,OIP00483_4325_MONEY HOUSE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4325,MONEY HOUSE,Other
OIP00448_4213_VERICREST.pdf,OIP00448_4213_VERICREST.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4213,VERICREST,Other
OIP00484_4332_LOAN SIMPLE.pdf,OIP00484_4332_LOAN SIMPLE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4332,LOAN SIMPLE,Other
OIP00450_4215_NATIONAL BANK OF KANSAS CITY.pdf,OIP00450_4215_NATIONAL BANK OF KANSAS CITY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4215,NATIONAL BANK OF KANSAS CITY,Other
OIP00449_4214_CALIBER.pdf,OIP00449_4214_CALIBER.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4214,CALIBER,Other
OIP00417_3546_BANK OF UTAH.pdf,OIP00417_3546_BANK OF UTAH.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3546,BANK OF UTAH,Other
OIP00451_4216_FULTON.pdf,OIP00451_4216_FULTON.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4216,FULTON,Other
OIP00418_3548_BROADVIEW MORTGAGE COMPANY.pdf,OIP00418_3548_BROADVIEW MORTGAGE COMPANY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3548,BROADVIEW MORTGAGE COMPANY,Other
OIP00452_4217_AMERICAN PACIFIC.pdf,OIP00452_4217_AMERICAN PACIFIC.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4217,AMERICAN PACIFIC,Other
OIP00419_3554_HEARTLAND SAVINGS BANK.pdf,OIP00419_3554_HEARTLAND SAVINGS BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3554,HEARTLAND SAVINGS BANK,Other
OIP00420_3555_FIRST BANK.pdf,OIP00420_3555_FIRST BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3555,FIRST BANK,Other
OIP00421_3556_FIRST BANK FSB.pdf,OIP00421_3556_FIRST BANK FSB.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3556,FIRST BANK FSB,Other
"OIP00424_3567_CIMARRON PARTNERS, INC..pdf","OIP00424_3567_CIMARRON PARTNERS, INC..pdf",ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3567,"CIMARRON PARTNERS, INC.",Other
OIP00423_3566_MORTGAGE ACCESS GROUP.pdf,OIP00423_3566_MORTGAGE ACCESS GROUP.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3566,MORTGAGE ACCESS GROUP,Other
OIP00422_3562_FIRST FEDERAL SAVINGS AND LOAN OF LAKE CHARLES.pdf,OIP00422_3562_FIRST FEDERAL SAVINGS AND LOAN OF LAKE CHARLES.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3562,FIRST FEDERAL SAVINGS AND LOAN OF LAKE CHARLES,Other
OIP00425_3750_MORTGAGE INVESTORS CORPORATION.pdf,OIP00425_3750_MORTGAGE INVESTORS CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3750,MORTGAGE INVESTORS CORPORATION,Other
OIP00427_3579_DENALI STATE BANK.pdf,OIP00427_3579_DENALI STATE BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3579,DENALI STATE BANK,Other
OIP00426_3578_GLASER FINANCIAL.pdf,OIP00426_3578_GLASER FINANCIAL.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3578,GLASER FINANCIAL,Other
OIP00429_3580_GE CAPITAL ASSET MANAGEMENT.pdf,OIP00429_3580_GE CAPITAL ASSET MANAGEMENT.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3580,GE CAPITAL ASSET MANAGEMENT,Other
OIP00428_3579_DENALI STATE BANK.pdf,OIP00428_3579_DENALI STATE BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3579,DENALI STATE BANK,Other
OIP00431_3590_MATRIX FINANCIAL.pdf,OIP00431_3590_MATRIX FINANCIAL.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3590,MATRIX FINANCIAL,Other
